,index,AgeBins,Bldg Type,Gr Liv Area,Lot Frontage,Lot Area,Has2ndFloor,HasBasement,HasGarage,has_fireplace,Bedroom AbvGr,Kitchen AbvGr,Bathrooms,Overall Qual,SalePrice
689,827,0,1Fam,1290,64,6762,False,True,True,1,2,1,2.0,7,200000
690,828,0,1Fam,1254,95,10324,False,True,True,0,2,1,2.0,8,221800
691,829,0,1Fam,1232,64,7314,False,True,True,0,2,1,2.0,7,194500
692,830,0,1Fam,1498,78,11645,False,True,True,1,3,1,2.0,8,237000
693,831,0,1Fam,1422,79,11646,True,True,True,1,3,1,2.5,6,173000
694,832,1,1Fam,1644,70,12800,False,True,True,1,2,1,2.0,7,275000
695,833,1,1Fam,1759,88,16698,True,True,True,1,3,1,2.5,7,233500
696,835,1,1Fam,1040,82,12464,False,True,True,0,3,1,1.0,5,152000
697,836,1,1Fam,990,65,9757,False,True,True,0,3,1,1.0,5,143000
698,837,1,1Fam,1764,65,15426,True,True,True,0,3,1,2.5,6,231500
699,838,1,1Fam,1661,43,10667,True,True,True,1,3,1,2.5,7,212000
700,839,1,1Fam,1463,65,14753,False,True,True,0,3,1,2.0,7,207000
701,840,1,1Fam,1097,112,10859,False,True,True,0,3,1,1.5,5,145000
702,841,1,1Fam,990,60,8072,False,True,True,0,3,1,1.0,5,138000
703,842,1,1Fam,1779,80,10400,True,True,True,0,3,1,2.5,7,197900
704,843,1,1Fam,1501,78,10335,False,True,True,0,3,1,2.0,7,204000
705,844,1,1Fam,1431,68,9017,False,True,True,0,3,1,2.0,7,192000
706,845,1,1Fam,1772,70,8750,True,True,True,1,3,1,2.5,6,200000
707,846,1,1Fam,1660,68,8935,True,True,True,0,3,1,2.5,7,195000
708,847,1,1Fam,1573,67,9808,False,True,True,0,3,1,2.0,7,227000
709,848,1,1Fam,1840,79,12420,True,True,True,0,3,1,2.5,7,230000
710,849,1,1Fam,1430,67,16285,False,True,True,0,3,1,2.0,7,187100
711,850,1,1Fam,1444,65,10739,False,True,True,0,3,1,2.0,7,203000
712,852,2,1Fam,1040,60,8430,False,True,False,0,3,1,2.0,5,124000
713,853,2,1Fam,907,71,16269,False,True,True,0,3,1,1.0,5,140000
714,854,2,1Fam,914,76,6950,False,True,True,0,2,1,1.0,5,134900
715,855,2,1Fam,1040,61,8800,False,True,True,0,3,1,2.0,5,150500
716,856,2,1Fam,864,71,7000,False,True,True,0,3,1,1.0,5,136500
717,857,2,1Fam,1268,71,9286,False,True,True,0,3,1,1.5,5,143500
718,858,2,1Fam,864,36,15523,False,True,True,1,3,1,1.0,5,133500
719,859,2,1Fam,894,60,7200,False,True,True,0,2,1,1.0,5,123000
720,860,2,1Fam,768,60,7200,False,True,True,0,2,1,1.0,5,133900
721,861,2,1Fam,768,70,8445,False,True,True,0,2,1,1.0,5,133000
722,862,1,1Fam,1611,90,11664,False,True,True,0,3,1,2.0,7,250000
723,863,1,1Fam,2184,71,12334,True,True,True,1,4,1,2.5,8,254750
724,864,1,1Fam,1788,71,11838,False,True,True,1,3,1,2.0,8,236500
725,865,1,1Fam,1872,71,11885,True,True,True,1,3,1,2.5,8,261500
726,866,1,1Fam,2153,71,11050,True,True,True,1,3,1,2.5,9,313000
727,867,1,1Fam,1725,70,8749,True,True,True,0,3,1,2.5,7,198500
728,868,1,1Fam,1870,71,11250,True,True,True,0,3,1,2.5,7,211000
729,869,1,1Fam,1513,90,15750,False,True,True,1,2,1,2.0,8,220000
730,870,1,1Fam,1504,73,11883,False,True,True,1,3,1,2.0,7,203000
731,871,1,1Fam,1828,71,12782,False,True,True,1,3,1,2.0,8,279500
732,872,1,1Fam,1417,70,8750,False,True,True,1,3,1,2.0,7,210000
733,873,1,1Fam,2034,71,9375,True,True,True,0,3,1,2.5,7,219500
734,874,1,1Fam,1716,70,8750,True,True,True,1,2,1,2.5,7,191000
735,875,1,1Fam,1212,70,9100,False,True,True,0,3,1,2.0,7,178000
736,876,1,1Fam,1630,75,9750,False,True,True,1,3,1,2.0,7,213000
737,877,1,TwnhsE,848,71,4435,False,True,True,0,1,1,1.0,6,144000
738,878,1,TwnhsE,848,71,4435,False,True,True,0,1,1,1.0,6,140000
739,879,0,1Fam,1602,85,10200,False,True,True,1,3,1,2.0,8,293200
740,880,0,1Fam,1728,65,9313,True,True,True,0,3,1,2.5,7,190000
741,881,0,1Fam,1500,63,8487,False,True,True,0,3,1,2.0,7,190000
742,882,0,1Fam,1476,64,8633,True,True,True,0,3,1,2.5,6,173500
743,883,0,1Fam,1396,85,11069,True,True,True,1,3,1,2.5,6,170000
744,884,3,1Fam,1126,67,8777,False,False,True,0,2,1,2.0,4,108000
745,885,2,1Fam,1486,75,9937,False,True,True,0,3,1,1.0,5,167000
746,886,3,1Fam,816,67,8877,False,True,True,1,2,1,1.0,4,100000
747,887,1,1Fam,1922,64,7301,True,False,True,1,4,1,3.0,7,198500
748,888,2,1Fam,1426,75,7950,True,True,True,0,3,1,1.5,6,159500
749,889,2,1Fam,1149,80,10682,False,True,True,0,3,1,1.0,4,127000
750,891,0,1Fam,1698,86,13286,False,True,True,1,3,1,2.0,9,320000
751,892,0,TwnhsE,1072,35,3675,False,True,True,0,2,1,1.0,6,145500
752,893,3,1Fam,698,50,9405,False,True,False,0,2,1,1.0,5,118000
753,894,2,1Fam,876,64,6410,False,True,True,0,3,1,1.0,4,85000
754,895,3,1Fam,1368,70,11767,False,True,True,0,3,1,1.0,5,120000
755,896,3,1Fam,1529,50,8405,True,False,True,0,4,1,2.0,4,98000
756,897,3,1Fam,864,56,4060,False,True,False,0,2,1,1.0,5,99900
757,898,3,1Fam,944,74,10206,False,False,True,0,2,1,1.0,3,82000
758,899,2,Duplex,1678,65,10926,False,True,False,0,6,2,2.0,5,119900
759,900,3,1Fam,1560,70,11767,False,True,True,1,2,1,1.0,5,103500
760,902,3,1Fam,1196,67,12354,True,True,True,0,3,1,1.0,6,110000
761,903,3,1Fam,1298,45,8212,True,True,True,1,3,1,1.0,5,122000
762,904,3,1Fam,1604,60,10998,True,True,True,0,3,1,2.0,5,117000
763,907,3,1Fam,438,60,8400,False,True,True,0,1,1,1.0,2,60000
764,908,3,1Fam,1489,60,9900,True,True,True,1,3,1,2.0,6,139500
765,910,3,1Fam,1242,43,5707,True,True,True,1,3,1,1.5,6,105000
766,911,3,1Fam,1981,65,7804,True,True,True,1,4,1,2.0,4,135000
767,912,3,1Fam,1232,64,8574,False,True,True,1,3,1,1.0,6,147500
768,913,3,1Fam,1608,51,6171,True,True,True,1,3,1,2.5,6,137450
769,914,3,1Fam,1135,60,7200,True,True,True,0,3,1,1.0,7,155000
770,915,3,1Fam,1913,57,7558,True,True,True,1,3,1,1.5,6,177000
771,916,3,1Fam,1477,52,6292,True,True,True,1,3,1,2.0,7,145000
772,917,3,1Fam,1228,53,7155,True,True,True,1,3,1,1.0,7,137000
773,918,3,1Fam,2080,53,10918,True,True,True,1,3,1,1.5,7,234000
774,919,3,1Fam,1567,60,13680,True,True,True,1,2,1,1.5,5,205000
775,920,3,1Fam,1494,70,7500,True,True,True,1,3,1,1.0,6,177500
776,922,2,1Fam,1273,80,14680,False,True,True,0,2,1,1.0,5,155000
777,923,3,1Fam,964,80,13360,False,True,True,0,2,1,1.0,5,163500
778,924,3,1Fam,1343,54,7681,True,True,True,1,3,1,1.5,5,154900
779,925,3,Duplex,2480,70,8145,True,True,True,1,5,2,2.5,7,205000
780,927,3,1Fam,1564,75,12000,True,True,True,1,3,1,1.5,7,174500
781,928,2,1Fam,1561,90,13339,False,True,True,1,3,1,2.0,6,193000
782,929,3,1Fam,1523,78,15600,True,True,True,1,3,1,2.0,5,158000
783,931,3,1Fam,1906,100,17500,False,True,True,1,3,1,1.5,6,224000
784,932,2,Twnhs,1032,24,1733,True,True,True,1,2,1,1.0,6,115000
785,933,2,TwnhsE,1229,24,1488,True,True,True,1,2,1,1.5,6,137000
786,934,2,Twnhs,1229,24,1612,True,True,True,1,2,1,1.5,6,121000
787,935,2,TwnhsE,1229,24,1300,True,True,True,1,2,1,1.5,6,124000
788,936,2,1Fam,1982,70,13607,True,True,True,1,3,1,2.5,6,208000
789,937,2,1Fam,2365,70,17597,False,True,True,1,3,1,2.0,7,315000
790,938,2,1Fam,1680,70,21695,False,True,True,1,3,1,2.0,6,222000
791,939,3,1Fam,1344,59,10690,True,True,True,0,3,1,1.0,5,147000
792,940,3,1Fam,2168,50,8660,True,True,True,0,5,1,2.0,5,123000
793,941,3,1Fam,1192,60,6402,True,True,True,0,3,1,1.0,5,78000
794,944,0,TwnhsE,1648,44,3843,False,True,True,1,2,1,2.0,8,230000
795,946,1,1Fam,2052,75,10125,True,True,True,1,3,1,2.5,8,251000
796,948,0,1Fam,1710,43,12118,False,True,True,1,3,1,2.0,7,240000
797,949,1,1Fam,1961,71,12209,True,True,True,1,3,1,2.5,6,215000
798,950,2,1Fam,926,75,9750,False,True,True,1,2,1,1.0,6,156450
799,951,2,1Fam,1287,72,9360,False,True,True,1,2,1,1.5,6,173000
800,952,2,Duplex,1734,75,10125,True,False,True,0,4,2,2.0,5,126000
801,953,1,1Fam,1217,73,9947,False,True,True,0,3,1,2.0,7,173000
802,957,0,1Fam,1620,89,12898,False,True,True,1,2,1,2.0,9,315500
803,958,0,1Fam,1692,83,13159,True,True,True,0,3,1,2.5,7,224500
804,960,0,1Fam,1641,79,14463,False,True,True,0,3,1,2.0,9,316500
805,961,0,1Fam,1466,73,8925,False,True,True,0,3,1,2.0,8,201000
806,963,2,1Fam,2237,81,9839,True,True,True,1,3,1,2.5,6,204000
807,965,1,1Fam,1296,81,6853,False,True,True,0,2,1,2.0,8,220000
808,967,0,1Fam,1838,85,14601,False,True,True,1,2,1,2.0,9,315000
809,969,2,1Fam,1008,75,12518,False,True,True,0,3,1,1.0,5,139500
810,970,2,1Fam,1771,100,21750,False,False,True,1,3,1,1.0,5,115000
811,971,1,TwnhsE,1204,32,4500,False,True,True,0,2,1,2.0,6,162000
812,972,1,TwnhsE,1224,73,4500,False,True,True,0,2,1,2.0,6,165000
813,973,2,Twnhs,988,21,1596,True,True,True,0,2,1,1.0,4,91000
814,974,2,1Fam,874,62,9858,False,True,True,0,3,1,1.0,5,130000
815,975,2,Twnhs,630,21,1526,False,True,True,0,1,1,1.0,4,86000
816,976,2,1Fam,1404,83,13383,False,True,True,1,3,1,2.0,5,160000
817,977,2,TwnhsE,630,21,1477,False,True,True,0,1,1,1.0,4,80000
818,978,2,Twnhs,1344,21,1533,True,True,False,1,3,1,1.5,4,97000
819,979,2,TwnhsE,1092,21,2217,True,True,True,0,3,1,1.5,4,88000
820,980,2,1Fam,796,50,7689,False,True,True,0,2,1,1.0,5,131900
821,981,1,1Fam,1091,62,7706,False,True,True,0,2,1,1.0,6,131250
822,982,2,1Fam,1110,73,9101,False,True,True,1,1,1,1.0,5,165500
823,983,2,1Fam,833,73,8780,False,True,False,0,3,1,1.0,5,112000
824,984,1,1Fam,883,70,7669,False,True,True,1,2,1,1.0,5,149000
825,985,1,1Fam,1362,85,14115,True,True,True,0,1,1,1.5,5,143000
826,986,1,1Fam,1287,62,10429,True,True,True,0,3,1,1.5,5,130000
827,987,2,1Fam,1567,73,9819,False,True,True,1,2,1,2.0,6,196000
828,988,2,1Fam,1632,70,10457,True,True,True,1,4,1,1.5,5,173000
829,989,2,1Fam,1414,87,11029,False,True,True,1,3,1,1.0,6,176500
830,990,2,1Fam,2117,74,12925,False,True,True,1,4,1,2.5,6,237500
831,991,2,1Fam,2112,85,11075,True,True,True,1,4,1,2.5,6,206900
832,992,1,1Fam,1604,72,8702,True,True,True,1,3,1,2.5,6,187500
833,993,1,1Fam,1470,65,8139,True,True,True,1,3,1,2.5,6,165000
834,994,1,1Fam,1604,59,9535,True,True,True,0,3,1,2.5,6,195500
835,995,1,1Fam,1638,59,9042,True,True,True,1,3,1,2.5,6,192000
836,996,1,1Fam,1636,73,15038,True,True,True,1,3,1,2.5,6,173000
837,997,1,1Fam,1384,53,14137,False,True,True,0,3,1,2.0,5,177900
838,998,1,1Fam,1446,57,21872,True,True,True,1,3,1,2.5,7,175000
839,999,1,TwnhsE,1593,41,4923,False,True,True,1,0,1,1.5,8,286000
840,1000,1,1Fam,1682,45,6264,False,True,True,1,1,1,1.5,8,247900
841,1001,1,TwnhsE,1337,41,5395,False,True,True,1,2,1,2.0,8,180000
842,1002,1,TwnhsE,1280,39,5070,False,True,True,0,2,1,2.0,8,180000
843,1003,1,1Fam,1604,100,10839,True,True,True,1,3,1,2.5,6,181000
844,1005,1,1Fam,1658,73,8000,True,True,True,1,3,1,2.5,6,188000
845,1006,1,1Fam,1895,73,10832,True,True,True,1,3,1,2.5,7,194500
846,1007,1,1Fam,1709,73,14067,True,True,True,0,3,1,2.5,6,185000
847,1008,1,TwnhsE,1228,40,4671,False,True,True,1,2,1,2.0,8,189000
848,1009,1,TwnhsE,1337,65,5950,False,True,True,1,2,1,2.0,8,188500
849,1011,0,1Fam,2504,77,11198,True,True,True,1,4,1,2.5,9,325000
850,1014,0,TwnhsE,1710,60,8118,False,True,True,1,2,1,2.0,9,334000
851,1016,2,1Fam,2093,46,20544,True,True,True,1,3,1,2.5,7,215000
852,1017,1,1Fam,1688,63,12680,False,True,True,1,2,1,2.0,7,226500
853,1018,2,1Fam,1422,78,12090,False,True,True,1,3,1,2.0,6,175500
854,1019,2,1Fam,1260,81,10825,False,True,True,0,3,1,2.0,7,181900
855,1020,2,1Fam,2064,56,18559,False,True,True,1,3,1,2.0,7,235000
856,1021,2,1Fam,1782,85,14450,False,True,True,1,3,1,2.0,7,220000
857,1023,2,1Fam,1211,90,13068,False,True,True,1,3,1,2.0,6,161000
858,1025,2,1Fam,2044,80,10400,True,True,True,1,3,1,2.5,7,185000
859,1026,2,1Fam,1308,75,9743,True,True,True,0,3,1,1.5,5,146900
860,1029,2,1Fam,1444,80,10400,False,True,True,1,2,1,2.0,6,159900
861,1030,2,1Fam,1964,80,10480,True,True,True,1,4,1,2.5,7,205000
862,1031,2,1Fam,1178,80,10000,False,True,True,1,3,1,1.5,5,157000
863,1032,1,1Fam,2340,81,14311,True,True,True,1,4,1,2.5,8,306000
864,1033,2,Duplex,1792,60,9000,True,True,True,0,4,2,3.0,5,133000
865,1034,2,1Fam,1054,65,9750,False,True,True,0,3,1,1.5,6,151000
866,1035,2,1Fam,936,68,10295,False,True,True,0,2,1,1.0,4,111900
867,1036,2,1Fam,864,63,7560,False,True,True,0,3,1,1.0,5,123000
868,1037,2,1Fam,864,74,12735,False,True,True,0,3,1,1.0,4,111250
869,1039,2,Twnhs,987,21,1680,True,True,True,0,2,1,1.5,6,103400
870,1040,2,Twnhs,987,21,1680,True,True,True,0,2,1,1.5,6,100000
871,1041,2,Twnhs,987,21,1890,True,True,True,0,2,1,1.5,6,100500
872,1042,2,Twnhs,987,21,1869,True,True,True,0,2,1,1.5,6,106000
873,1044,2,TwnhsE,987,21,1680,True,True,True,0,2,1,1.5,6,89500
874,1045,2,Twnhs,1302,21,1680,True,True,True,0,3,1,2.5,5,111750
875,1047,2,TwnhsE,1456,24,2308,True,True,True,0,4,1,2.5,6,143000
876,1048,2,Twnhs,1055,24,2529,False,True,True,0,2,1,2.0,7,148500
877,1049,2,1Fam,892,74,9477,False,True,True,0,3,1,1.0,5,110000
878,1054,0,1Fam,1582,98,12704,False,True,True,0,3,1,2.0,8,317500
879,1061,0,1Fam,2088,74,8899,True,True,True,1,4,1,2.5,8,250000
880,1062,0,1Fam,2332,85,10574,True,True,True,1,4,1,2.5,8,316000
881,1065,0,1Fam,2046,85,10625,True,True,True,1,3,1,2.5,7,284000
882,1066,0,1Fam,1575,92,10845,False,True,True,1,2,1,2.0,8,284000
883,1069,0,TwnhsE,1866,58,10110,False,True,True,1,2,1,2.0,9,336860
884,1072,0,TwnhsE,1518,62,12677,False,True,True,1,1,1,1.5,8,274000
885,1073,0,TwnhsE,1684,63,8849,False,True,True,1,2,1,2.0,9,266000
886,1075,0,TwnhsE,1342,48,6240,False,True,True,1,2,1,2.0,8,234250
887,1076,0,TwnhsE,1342,48,6240,False,True,True,1,2,1,2.0,8,219500
888,1077,0,Twnhs,1626,36,2448,True,True,True,0,2,1,2.5,7,155000
889,1078,0,Twnhs,1626,36,2448,True,True,True,0,2,1,2.5,7,154000
890,1079,0,TwnhsE,1358,59,8198,False,True,True,1,2,1,2.0,7,207000
891,1080,0,TwnhsE,1455,46,3940,False,True,True,1,2,1,2.0,7,195000
892,1081,0,TwnhsE,1576,46,3940,False,True,True,1,2,1,2.0,7,219990
893,1082,0,TwnhsE,1504,43,3182,False,True,True,1,2,1,2.0,7,191000
894,1083,0,1Fam,1266,43,3182,False,True,True,1,2,1,2.0,7,159895
895,1084,0,1Fam,1246,53,3710,False,True,True,1,2,1,2.0,7,187687
896,1085,0,1Fam,1515,80,9024,True,True,True,1,3,1,2.5,6,179000
897,1086,0,1Fam,1593,62,7415,True,True,True,1,3,1,2.5,6,193000
898,1087,0,1Fam,1166,59,9587,False,True,True,0,2,1,2.0,7,190000
899,1088,0,1Fam,1456,51,8029,True,True,True,0,3,1,2.5,6,176000
900,1089,1,1Fam,1720,73,8010,True,True,True,1,3,1,2.5,7,188000
901,1090,0,1Fam,1986,73,8396,True,True,True,1,4,1,2.5,7,213000
902,1091,0,TwnhsE,1358,55,7301,False,True,True,1,2,1,2.0,7,217300
903,1092,1,1Fam,1792,93,10261,True,True,True,1,3,1,2.5,6,186500
904,1093,1,1Fam,1892,71,8220,True,True,True,1,3,1,2.5,7,226750
905,1094,0,1Fam,1490,60,15384,True,True,True,1,3,1,2.5,7,184000
906,1095,1,1Fam,1414,73,7750,True,True,True,1,3,1,2.5,7,176000
907,1096,1,1Fam,2322,41,12460,True,True,True,1,4,1,2.5,7,225000
908,1097,1,1Fam,1651,77,8390,True,True,True,1,3,1,2.5,7,185900
909,1098,1,1Fam,2199,84,9660,True,True,True,1,3,1,2.5,8,284500
910,1100,1,1Fam,2198,84,14260,True,True,True,1,4,1,2.5,8,250000
911,1101,1,1Fam,2172,90,11000,True,True,True,1,4,1,2.5,9,291000
912,1103,1,1Fam,2125,97,10990,True,True,True,1,4,1,2.5,7,279500
913,1104,1,1Fam,2501,90,11929,True,True,True,1,4,1,2.5,8,290000
914,1106,1,1Fam,2418,96,10542,True,True,True,1,3,1,2.5,7,341000
915,1107,1,1Fam,2197,91,10010,True,True,True,1,4,1,2.5,7,287500
916,1108,1,1Fam,2127,81,10944,True,True,True,1,3,1,2.5,7,271000
917,1109,1,1Fam,1987,91,14303,False,True,True,1,2,1,2.0,8,301500
918,1110,0,1Fam,1580,92,11932,False,True,True,0,3,1,2.0,8,235128
919,1111,0,1Fam,1933,86,14598,True,True,True,1,4,1,2.5,6,214000
920,1112,0,1Fam,1574,75,11957,False,True,True,1,3,1,2.0,8,232000
921,1113,0,1Fam,1578,74,13253,False,True,True,1,3,1,2.0,7,240000
922,1114,0,1Fam,1506,75,14587,False,True,True,1,2,1,2.0,9,264132
923,1115,0,1Fam,1563,78,10206,False,True,True,1,3,1,2.0,8,245000
924,1116,0,1Fam,1428,91,12274,False,True,True,0,3,1,2.0,7,227680
925,1117,0,1Fam,1861,73,9801,True,True,True,1,3,1,3.0,8,257000
926,1118,0,1Fam,1874,80,9428,True,True,True,1,3,1,2.5,8,297900
927,1119,0,1Fam,1460,87,10037,False,True,True,1,3,1,2.0,8,247000
928,1120,0,1Fam,1372,72,8640,False,True,True,0,3,1,2.0,8,212700
929,1121,0,1Fam,1372,72,8640,False,True,True,0,3,1,2.0,7,250580
930,1122,0,1Fam,1428,95,11639,False,True,True,0,3,1,2.0,7,182000
931,1123,0,1Fam,1768,75,9803,True,True,True,0,3,1,2.5,7,226700
932,1124,0,1Fam,1992,75,9375,True,True,True,1,3,1,2.5,8,250000
933,1125,0,1Fam,1958,85,10625,True,True,True,1,3,1,2.5,7,250000
934,1126,0,1Fam,2078,85,10800,True,True,True,1,3,1,2.5,8,339750
935,1127,0,1Fam,1665,65,8125,True,True,True,0,3,1,2.5,7,205950
936,1128,0,1Fam,1660,85,10625,False,True,True,1,3,1,2.0,8,256000
937,1129,0,1Fam,1218,62,7500,False,True,True,0,2,1,2.0,7,230348
938,1130,0,1Fam,1728,64,8791,True,True,True,0,3,1,2.5,6,207500
939,1131,0,1Fam,1080,63,7500,False,True,False,0,3,1,1.0,7,141000
940,1132,0,1Fam,1696,68,10110,True,True,True,0,3,1,2.5,6,188000
941,1133,0,1Fam,1663,67,12774,True,True,True,0,3,1,2.5,7,192500
942,1134,0,1Fam,1175,63,13072,False,True,False,0,3,1,1.0,6,146000
943,1135,0,1Fam,1114,66,13695,False,True,True,0,3,1,1.5,5,159000
944,1136,0,1Fam,1114,66,13695,False,True,True,0,3,1,1.0,6,155000
945,1137,0,1Fam,1640,65,8366,True,True,True,0,3,1,2.5,6,173000
946,1138,0,1Fam,1162,81,9260,False,True,True,0,3,1,2.0,7,170000
947,1139,1,1Fam,1609,65,8453,True,True,True,0,3,1,2.5,6,182000
948,1140,1,1Fam,1680,50,8480,True,True,True,0,3,1,2.5,6,163000
949,1141,1,1Fam,1679,65,8125,False,True,True,1,3,1,2.0,6,193500
950,1142,1,1Fam,1657,43,14565,True,True,True,0,3,1,2.5,7,189000
951,1143,1,1Fam,1677,65,8450,True,True,True,0,3,1,2.5,6,190500
952,1144,1,1Fam,1737,75,8285,True,True,True,0,3,1,2.5,7,175000
953,1145,1,1Fam,1294,70,7153,False,True,True,0,3,1,2.0,6,179200
954,1146,1,1Fam,1710,76,9291,True,True,True,0,3,1,2.5,6,187000
955,1147,1,TwnhsE,1617,50,8012,False,True,True,1,2,1,2.0,6,193000
956,1148,1,TwnhsE,1199,55,7892,False,True,True,0,2,1,2.0,6,153900
957,1149,2,1Fam,984,70,9100,False,True,True,1,3,1,1.0,5,128000
958,1150,2,1Fam,912,74,12968,False,True,True,0,2,1,1.0,5,144000
959,1151,2,1Fam,864,75,8100,False,True,True,1,3,1,1.0,5,135000
960,1152,2,2fmCon,890,65,8450,False,True,True,0,3,1,1.0,5,115000
961,1154,2,1Fam,912,65,6768,False,True,True,0,3,1,1.0,6,142000
962,1155,2,1Fam,1430,95,19508,False,True,True,1,3,1,2.0,6,192000
963,1156,2,1Fam,1641,70,10759,True,True,True,1,4,1,2.0,5,140000
964,1159,0,TwnhsE,1391,59,4282,False,True,True,0,2,1,2.0,7,196000
965,1160,0,TwnhsE,1250,35,4017,True,True,True,0,2,1,2.5,7,171900
966,1161,0,TwnhsE,1245,37,3435,False,True,True,0,1,1,2.0,7,178000
967,1162,0,TwnhsE,1200,30,3180,True,True,True,0,2,1,2.5,6,165000
968,1165,1,Twnhs,1501,24,2280,True,True,True,0,3,1,2.5,7,179400
969,1166,1,Twnhs,1549,24,2280,True,True,True,0,3,1,2.5,6,172900
970,1167,1,TwnhsE,1638,65,4765,False,True,True,1,2,1,2.0,9,300000
971,1168,1,TwnhsE,1310,65,4538,False,True,True,1,1,1,1.5,9,285000
972,1169,1,TwnhsE,1419,42,4385,False,True,True,1,2,1,1.5,9,290000
973,1170,1,TwnhsE,1557,35,4109,False,True,True,1,2,1,2.0,9,305000
974,1172,1,Twnhs,1252,24,2160,True,True,True,0,2,1,2.5,7,160000
975,1173,1,Twnhs,1404,24,2160,True,True,True,0,3,1,2.5,7,170000
976,1174,1,1Fam,1789,79,10646,True,True,True,1,3,1,2.5,7,223000
977,1175,1,Twnhs,1586,24,2645,True,True,True,0,3,1,2.5,8,170000
978,1176,1,Twnhs,1607,24,2645,True,True,True,0,3,1,2.5,8,200000
979,1178,1,TwnhsE,1288,38,14963,False,True,True,1,1,1,1.5,8,245500
980,1179,1,TwnhsE,1239,22,11064,False,True,True,1,1,1,1.5,8,217500
981,1180,1,TwnhsE,1719,32,10846,False,True,True,1,1,1,1.5,8,324000
982,1181,2,1Fam,1232,71,11120,False,True,True,0,3,1,2.0,6,162500
983,1183,2,1Fam,1671,103,16280,False,True,True,1,3,1,3.0,8,290000
984,1184,1,1Fam,1812,65,7500,True,True,True,1,3,1,2.5,7,205000
985,1185,2,1Fam,1682,80,10400,False,True,True,1,3,1,2.0,7,174000
986,1186,2,1Fam,1427,81,11104,False,True,True,0,4,1,2.0,6,183000
987,1189,2,1Fam,1620,81,15387,False,True,True,1,4,1,2.0,7,215000
988,1190,2,Duplex,1625,75,9750,False,True,True,0,4,2,2.0,5,140500
989,1192,2,1Fam,1464,73,8814,True,True,True,0,4,1,1.5,5,141000
990,1193,2,1Fam,912,72,8872,False,True,True,0,2,1,1.0,5,147000
991,1194,2,1Fam,925,65,8125,False,True,True,0,3,1,1.0,5,135000
992,1195,2,Duplex,1728,72,11072,False,True,True,0,6,2,2.0,5,145000
993,1196,2,Duplex,1728,74,13101,False,True,True,0,6,2,2.0,5,142600
994,1197,2,Duplex,1656,87,9246,False,True,True,0,4,2,2.0,5,135000
995,1198,2,1Fam,1670,81,13355,True,True,True,0,4,1,1.5,7,170000
996,1200,2,1Fam,1876,76,9120,True,True,True,1,4,1,2.5,6,185000
997,1201,2,1Fam,1632,81,9130,True,True,True,0,4,1,1.5,6,173000
998,1202,2,1Fam,999,74,12122,False,True,True,0,3,1,1.0,7,178400
999,1203,2,1Fam,1978,81,9900,True,True,True,1,4,1,2.5,7,176000
1000,1204,3,1Fam,1014,74,7785,False,False,True,0,2,1,1.0,5,98000
1001,1205,3,1Fam,907,77,8593,False,True,True,0,3,1,1.0,4,109008
1002,1206,3,1Fam,952,74,8475,False,True,True,0,2,1,1.0,4,135750
1003,1207,2,1Fam,1128,80,8700,False,True,True,0,3,1,2.0,5,155000
1004,1208,2,1Fam,1425,100,10175,False,True,True,1,3,1,2.0,6,180500
1005,1209,2,1Fam,1165,82,9020,False,True,True,0,3,1,1.5,6,174900
1006,1210,2,1Fam,1136,80,9200,False,True,True,1,3,1,1.0,6,140000
1007,1211,2,1Fam,1092,75,8250,False,True,True,0,3,1,1.0,6,145000
1008,1212,2,1Fam,1265,85,9350,False,True,True,1,3,1,2.0,5,179900
1009,1213,2,1Fam,1350,82,9020,False,True,True,0,3,1,1.5,6,168500
1010,1215,2,1Fam,1053,72,10007,False,True,True,0,3,1,1.5,5,145500
1011,1216,2,1Fam,1252,80,10721,False,True,True,0,3,1,1.0,6,142000
1012,1217,2,1Fam,1100,74,12493,False,True,True,1,3,1,1.0,4,141000
1013,1218,2,1Fam,1118,74,11332,False,True,True,0,3,1,1.0,5,153000
1014,1219,3,1Fam,720,55,6627,False,False,True,0,2,1,1.0,3,72500
1015,1220,3,1Fam,729,56,4130,False,True,False,0,2,1,1.0,3,52000
1016,1221,3,2fmCon,1077,50,7420,False,True,True,1,2,2,1.0,5,118000
1017,1222,3,1Fam,906,50,4882,True,True,True,0,2,1,1.0,4,87000
1018,1223,2,1Fam,1496,80,9600,False,True,True,0,3,1,2.0,5,141500
1019,1225,3,1Fam,1337,80,9600,False,True,True,1,3,1,1.0,5,141500
1020,1226,3,1Fam,1661,80,9600,False,True,True,1,3,1,1.0,6,165500
1021,1227,3,1Fam,1036,63,7584,False,True,True,0,3,1,1.0,5,112900
1022,1228,2,1Fam,1820,74,13700,True,True,True,1,4,1,2.0,7,201800
1023,1229,2,1Fam,1362,80,10197,False,True,True,1,3,1,1.5,6,163000
1024,1230,2,1Fam,1144,75,7875,False,True,True,0,3,1,1.0,5,139950
1025,1232,2,1Fam,1431,101,9150,False,True,True,1,3,1,1.0,6,165000
1026,1233,2,1Fam,1988,90,14670,True,True,True,1,4,1,2.5,6,227000
1027,1234,3,1Fam,1098,74,7390,False,True,True,0,3,1,1.0,5,135000
1028,1235,2,1Fam,1144,71,9204,False,True,True,0,3,1,1.5,5,124000
